      6450.0000     0.15592E+03     0.21637E+02            50.0
      6500.0000     0.15114E+03     0.21301E+02            50.0
      6550.0000     0.14546E+03     0.20816E+02            50.0
      6600.0000     0.14633E+03     0.21262E+02            50.0
      6650.0000     0.14695E+03     0.21677E+02            50.0
      6700.0000     0.14665E+03     0.21958E+02            50.0
      6750.0000     0.14475E+03     0.21999E+02            50.0
      6800.0000     0.14289E+03     0.22039E+02            50.0
      6850.0000     0.13472E+03     0.21086E+02            50.0
      6900.0000     0.12610E+03     0.20026E+02            50.0
      6950.0000     0.13392E+03     0.21577E+02            50.0
      7000.0000     0.13250E+03     0.21657E+02            50.0
      7050.0000     0.13027E+03     0.21597E+02            50.0
      7100.0000     0.12820E+03     0.21558E+02            50.0
      7150.0000     0.12457E+03     0.21242E+02            50.0
      7200.0000     0.11786E+03     0.20380E+02            50.0
      7250.0000     0.11677E+03     0.20474E+02            50.0
      7300.0000     0.11635E+03     0.20682E+02            50.0
      7350.0000     0.11691E+03     0.21067E+02            50.0
      7400.0000     0.11608E+03     0.21203E+02            50.0
      7450.0000     0.11453E+03     0.21203E+02            50.0
      7500.0000     0.11311E+03     0.21223E+02            50.0
      7550.0000     0.11080E+03     0.21067E+02            50.0
      7600.0000     0.73180E+02     0.14099E+02            50.0
      7650.0000     0.80593E+02     0.15733E+02            50.0
      7700.0000     0.10496E+03     0.20759E+02            50.0
      7750.0000     0.10486E+03     0.21009E+02            50.0
      7800.0000     0.10352E+03     0.21009E+02            50.0
      7850.0000     0.10183E+03     0.20932E+02            50.0
      7900.0000     0.10018E+03     0.20855E+02            50.0
      7950.0000     0.98375E+02     0.20740E+02            50.0
      8000.0000     0.96881E+02     0.20682E+02            50.0
      8050.0000     0.95594E+02     0.20663E+02            50.0
      8100.0000     0.93379E+02     0.20436E+02            50.0
      8150.0000     0.87600E+02     0.19409E+02            50.0
      8200.0000     0.87015E+02     0.19516E+02            50.0
      8250.0000     0.85884E+02     0.19498E+02            50.0
      8300.0000     0.84618E+02     0.19445E+02            50.0
      8350.0000     0.84849E+02     0.19733E+02            50.0
      8400.0000     0.84462E+02     0.19879E+02            50.0
      8450.0000     0.83312E+02     0.19843E+02            50.0
      8500.0000     0.82183E+02     0.19806E+02            50.0
      8550.0000     0.80332E+02     0.19588E+02            50.0
      8600.0000     0.78963E+02     0.19480E+02            50.0
      8650.0000     0.77909E+02     0.19445E+02            50.0
      8700.0000     0.76945E+02     0.19427E+02            50.0
      8750.0000     0.74818E+02     0.19107E+02            50.0
      8800.0000     0.73970E+02     0.19107E+02            50.0
      8850.0000     0.72399E+02     0.18915E+02            50.0
      8900.0000     0.71786E+02     0.18967E+02            50.0
      8950.0000     0.68042E+02     0.18180E+02            50.0
      9000.0000     0.63494E+02     0.17155E+02            50.0
      9050.0000     0.65151E+02     0.17799E+02            50.0
      9100.0000     0.62451E+02     0.17250E+02            50.0
      9150.0000     0.61148E+02     0.17077E+02            50.0
      9200.0000     0.62236E+02     0.17571E+02            50.0
      9250.0000     0.61396E+02     0.17523E+02            50.0
      9300.0000     0.52803E+02     0.15234E+02            50.0
      9350.0000     0.41419E+02     0.12078E+02            50.0
      9400.0000     0.49770E+02     0.14669E+02            50.0
      9450.0000     0.45243E+02     0.13477E+02            50.0
      9500.0000     0.45601E+02     0.13728E+02            50.0
      9550.0000     0.46732E+02     0.14217E+02            50.0
      9600.0000     0.47894E+02     0.14723E+02            50.0
      9650.0000     0.49816E+02     0.15474E+02            50.0
      9700.0000     0.52830E+02     0.16581E+02            50.0
      9750.0000     0.51335E+02     0.16278E+02            50.0
      9800.0000     0.51900E+02     0.16626E+02            50.0
      9850.0000     0.52137E+02     0.16873E+02            50.0
      9900.0000     0.52523E+02     0.17171E+02            50.0
      9950.0000     0.49702E+02     0.16413E+02            50.0
     10000.0000     0.47998E+02     0.16010E+02            50.0
     10050.0000     0.52637E+02     0.17734E+02            50.0
