      1140.0160     0.36673E+05     0.15898E+03
      1140.6000     0.37077E+05     0.16090E+03
      1141.1840     0.36884E+05     0.16022E+03
      1141.7679     0.36360E+05     0.15811E+03
      1142.3521     0.37053E+05     0.16129E+03
      1142.9360     0.37293E+05     0.16250E+03
      1143.5200     0.37284E+05     0.16263E+03
      1144.1040     0.37685E+05     0.16454E+03
      1144.6890     0.38208E+05     0.16700E+03
      1145.2729     0.38608E+05     0.16892E+03
      1145.8571     0.38697E+05     0.16948E+03
      1146.4410     0.38787E+05     0.17005E+03
      1147.0250     0.39457E+05     0.17316E+03
      1147.6090     0.39533E+05     0.17367E+03
      1148.1930     0.39411E+05     0.17331E+03
      1148.7770     0.39083E+05     0.17204E+03
      1149.3610     0.38918E+05     0.17149E+03
      1149.9449     0.38599E+05     0.17026E+03
      1150.5300     0.38712E+05     0.17093E+03
      1151.1140     0.38403E+05     0.16974E+03
      1151.6980     0.38094E+05     0.16854E+03
      1152.2820     0.38315E+05     0.16969E+03
      1152.8660     0.38367E+05     0.17010E+03
      1153.4500     0.38358E+05     0.17023E+03
      1154.0341     0.38230E+05     0.16983E+03
      1154.6180     0.38335E+05     0.17047E+03
      1155.2020     0.38426E+05     0.17105E+03
      1155.7860     0.38365E+05     0.17095E+03
      1156.3700     0.38330E+05     0.17097E+03
      1156.9540     0.38301E+05     0.17101E+03
      1157.5389     0.38220E+05     0.17082E+03
      1158.1230     0.38205E+05     0.17093E+03
      1158.7070     0.38047E+05     0.17039E+03
      1159.2910     0.37972E+05     0.17023E+03
      1159.8750     0.38105E+05     0.17099E+03
      1160.4590     0.37913E+05     0.17030E+03
      1161.0430     0.37854E+05     0.17021E+03
      1161.6270     0.37718E+05     0.16977E+03
      1162.2111     0.37524E+05     0.16907E+03
      1162.7950     0.37312E+05     0.16828E+03
      1163.3790     0.37500E+05     0.16930E+03
      1163.9630     0.37488E+05     0.16941E+03
      1164.5470     0.37531E+05     0.16978E+03
      1165.1320     0.37314E+05     0.16897E+03
      1165.7159     0.36956E+05     0.16751E+03
      1166.3000     0.36848E+05     0.16719E+03
      1166.8840     0.36549E+05     0.16600E+03
      1167.4680     0.36296E+05     0.16502E+03
      1168.0520     0.36175E+05     0.16463E+03
      1168.6360     0.36172E+05     0.16478E+03
      1169.2200     0.36246E+05     0.16528E+03
      1169.8040     0.36079E+05     0.16469E+03
      1170.3879     0.35903E+05     0.16405E+03
      1170.9720     0.35782E+05     0.16366E+03
      1171.5560     0.35830E+05     0.16404E+03
      1172.1400     0.35969E+05     0.16484E+03
      1172.7240     0.36033E+05     0.16530E+03
      1173.3090     0.36028E+05     0.16544E+03
      1173.8929     0.36097E+05     0.16592E+03
      1174.4771     0.36106E+05     0.16613E+03
      1175.0610     0.35998E+05     0.16580E+03
      1175.6450     0.35835E+05     0.16521E+03
      1176.2290     0.35679E+05     0.16466E+03
      1176.8130     0.35659E+05     0.16473E+03
      1177.3970     0.35327E+05     0.16335E+03
      1177.9810     0.35293E+05     0.16336E+03
      1178.5649     0.35047E+05     0.16238E+03
      1179.1490     0.34862E+05     0.16168E+03
      1179.7330     0.34541E+05     0.16035E+03
      1180.3170     0.34485E+05     0.16025E+03
      1180.9010     0.34375E+05     0.15990E+03
      1181.4850     0.34323E+05     0.15982E+03
      1182.0699     0.34187E+05     0.15934E+03
      1182.6541     0.34199E+05     0.15955E+03
      1183.2380     0.33794E+05     0.15782E+03
      1183.8220     0.33742E+05     0.15773E+03
      1184.4060     0.33626E+05     0.15735E+03
      1184.9900     0.33472E+05     0.15678E+03
      1185.5740     0.33364E+05     0.15643E+03
      1186.1580     0.33210E+05     0.15586E+03
      1186.7419     0.33000E+05     0.15503E+03
      1187.3260     0.32941E+05     0.15490E+03
      1187.9100     0.32754E+05     0.15417E+03
      1188.4940     0.32688E+05     0.15401E+03
      1189.0780     0.32527E+05     0.15341E+03
      1189.6620     0.32262E+05     0.15231E+03
      1190.2460     0.32035E+05     0.15138E+03
      1190.8300     0.31725E+05     0.15006E+03
      1191.4139     0.31631E+05     0.14977E+03
      1191.9980     0.31456E+05     0.14908E+03
      1192.5830     0.31211E+05     0.14807E+03
      1193.1670     0.31080E+05     0.14759E+03
      1193.7510     0.30589E+05     0.14540E+03
      1194.3350     0.30363E+05     0.14447E+03
      1194.9189     0.29971E+05     0.14274E+03
      1195.5031     0.29661E+05     0.14141E+03
      1196.0870     0.29454E+05     0.14056E+03
      1196.6710     0.29225E+05     0.13960E+03
      1197.2550     0.28958E+05     0.13846E+03
      1197.8390     0.28254E+05     0.13522E+03
      1198.4230     0.27614E+05     0.13229E+03
      1199.0070     0.27015E+05     0.12955E+03
      1199.5909     0.26520E+05     0.12730E+03
      1200.1750     0.25816E+05     0.12404E+03
      1200.7590     0.25512E+05     0.12270E+03
      1201.3430     0.25238E+05     0.12150E+03
      1201.9270     0.24797E+05     0.11949E+03
      1202.5110     0.24184E+05     0.11665E+03
      1203.0950     0.23513E+05     0.11352E+03
      1203.6790     0.23011E+05     0.11121E+03
      1204.2629     0.22404E+05     0.10838E+03
      1204.8470     0.21563E+05     0.10441E+03
      1205.4310     0.20725E+05     0.10045E+03
      1206.0160     0.20034E+05     0.97197E+02
      1206.5990     0.19243E+05     0.93450E+02
      1207.1840     0.18438E+05     0.89627E+02
      1207.7679     0.17576E+05     0.85520E+02
      1208.3521     0.16706E+05     0.81365E+02
      1208.9360     0.15748E+05     0.76773E+02
      1209.5200     0.14830E+05     0.72368E+02
