      3200.0000     0.32101E+03     0.10965E+02             7.0
      3201.0000     0.31875E+03     0.10894E+02             7.0
      3202.0000     0.31738E+03     0.10854E+02             7.0
      3203.0000     0.31572E+03     0.10804E+02             7.0
      3204.0000     0.31495E+03     0.10785E+02             7.0
      3205.0000     0.31533E+03     0.10804E+02             7.0
      3206.0000     0.31630E+03     0.10844E+02             7.0
      3207.0000     0.31785E+03     0.10904E+02             7.0
      3208.0000     0.32177E+03     0.11046E+02             7.0
      3209.0000     0.32515E+03     0.11169E+02             7.0
      3210.0000     0.32916E+03     0.11314E+02             7.0
      3211.0000     0.33323E+03     0.11460E+02             7.0
      3212.0000     0.33579E+03     0.11556E+02             7.0
      3213.0000     0.33775E+03     0.11631E+02             7.0
      3214.0000     0.34035E+03     0.11727E+02             7.0
      3215.0000     0.34266E+03     0.11814E+02             7.0
      3216.0000     0.34402E+03     0.11869E+02             7.0
      3217.0000     0.34571E+03     0.11934E+02             7.0
      3218.0000     0.34709E+03     0.11989E+02             7.0
      3219.0000     0.34784E+03     0.12023E+02             7.0
      3220.0000     0.34987E+03     0.12100E+02             7.0
      3221.0000     0.35192E+03     0.12179E+02             7.0
      3222.0000     0.35463E+03     0.12280E+02             7.0
      3223.0000     0.35670E+03     0.12359E+02             7.0
      3224.0000     0.35878E+03     0.12439E+02             7.0
      3225.0000     0.36088E+03     0.12520E+02             7.0
      3226.0000     0.36232E+03     0.12578E+02             7.0
      3227.0000     0.36377E+03     0.12636E+02             7.0
      3228.0000     0.36488E+03     0.12682E+02             7.0
      3229.0000     0.36702E+03     0.12764E+02             7.0
      3230.0000     0.36848E+03     0.12823E+02             7.0
      3231.0000     0.36927E+03     0.12859E+02             7.0
      3232.0000     0.37041E+03     0.12906E+02             7.0
      3233.0000     0.37018E+03     0.12906E+02             7.0
      3234.0000     0.36995E+03     0.12906E+02             7.0
      3235.0000     0.37006E+03     0.12918E+02             7.0
      3236.0000     0.36983E+03     0.12918E+02             7.0
      3237.0000     0.36960E+03     0.12918E+02             7.0
      3238.0000     0.36903E+03     0.12906E+02             7.0
      3239.0000     0.36813E+03     0.12883E+02             7.0
      3240.0000     0.36554E+03     0.12800E+02             7.0
      3241.0000     0.36363E+03     0.12741E+02             7.0
      3242.0000     0.36174E+03     0.12682E+02             7.0
      3243.0000     0.35952E+03     0.12612E+02             7.0
      3244.0000     0.35897E+03     0.12601E+02             7.0
      3245.0000     0.35809E+03     0.12578E+02             7.0
      3246.0000     0.35655E+03     0.12531E+02             7.0
      3247.0000     0.35535E+03     0.12497E+02             7.0
      3248.0000     0.35513E+03     0.12497E+02             7.0
      3249.0000     0.35426E+03     0.12474E+02             7.0
      3250.0000     0.35371E+03     0.12462E+02             7.0
      3251.0000     0.35285E+03     0.12439E+02             7.0
      3252.0000     0.35198E+03     0.12417E+02             7.0
      3253.0000     0.35112E+03     0.12394E+02             7.0
      3254.0000     0.35058E+03     0.12382E+02             7.0
      3255.0000     0.34907E+03     0.12337E+02             7.0
      3256.0000     0.34822E+03     0.12314E+02             7.0
      3257.0000     0.34800E+03     0.12314E+02             7.0
      3258.0000     0.34747E+03     0.12303E+02             7.0
      3259.0000     0.34598E+03     0.12257E+02             7.0
      3260.0000     0.34418E+03     0.12201E+02             7.0
      3261.0000     0.34239E+03     0.12145E+02             7.0
      3262.0000     0.34092E+03     0.12100E+02             7.0
      3263.0000     0.33977E+03     0.12067E+02             7.0
      3264.0000     0.33894E+03     0.12045E+02             7.0
      3265.0000     0.33935E+03     0.12067E+02             7.0
      3266.0000     0.33977E+03     0.12089E+02             7.0
      3267.0000     0.33988E+03     0.12100E+02             7.0
      3268.0000     0.33967E+03     0.12100E+02             7.0
      3269.0000     0.33946E+03     0.12100E+02             7.0
      3270.0000     0.33925E+03     0.12100E+02             7.0
      3271.0000     0.33905E+03     0.12100E+02             7.0
      3272.0000     0.33884E+03     0.12100E+02             7.0
      3273.0000     0.33832E+03     0.12089E+02             7.0
      3274.0000     0.33749E+03     0.12067E+02             7.0
      3275.0000     0.33605E+03     0.12023E+02             7.0
      3276.0000     0.33584E+03     0.12023E+02             7.0
      3277.0000     0.33533E+03     0.12012E+02             7.0
      3278.0000     0.33543E+03     0.12023E+02             7.0
      3279.0000     0.33523E+03     0.12023E+02             7.0
      3280.0000     0.33471E+03     0.12012E+02             7.0
      3281.0000     0.33389E+03     0.11989E+02             7.0
      3282.0000     0.33308E+03     0.11967E+02             7.0
